group,section,label,path,type,value,notes
pages,pages.sundays,Title line two,pages.sundays.title_line_two,string,GATHERING,Plain text.
pages,pages.sundays,What to expect heading,pages.sundays.what_to_expect_heading,string,What to Expect,Plain text.
pages,pages.sundays,What to expect items 1,pages.sundays.what_to_expect_items[0],string,Services are usually a little over one hour.,Plain text.
pages,pages.sundays,What to expect items 2,pages.sundays.what_to_expect_items[1],string,"We sing together, read Scripture, hear Bible teaching, and pray.",Plain text.
pages,pages.sundays,What to expect items 3,pages.sundays.what_to_expect_items[2],string,"On the first Sunday of each month, we share Communion.",Plain text.
pages,pages.team,Heading,pages.team.staff_team.heading,string,St John's Staff Team,Plain text.
pages,pages.team,Email,pages.team.staff_team.members[0].email,string,luke@saintjohnspark.org,Plain text.
pages,pages.team,Name,pages.team.staff_team.members[0].name,string,Revd Luke Graham,Plain text.
pages,pages.team,Phone,pages.team.staff_team.members[0].phone,string,07538 172907,Plain text.
pages,pages.team,Phone href,pages.team.staff_team.members[0].phone_href,url,tel:+447538172907,"Use full URL (https://...), mailto:, or tel:."
pages,pages.team,Role,pages.team.staff_team.members[0].role,string,is the Priest in Charge.,Plain text.
pages,pages.team,Email,pages.team.staff_team.members[1].email,string,kirsty.dronfield@centenaryproject.org.uk,Plain text.
pages,pages.team,Name,pages.team.staff_team.members[1].name,string,Kirsty Dronfield,Plain text.
pages,pages.team,Role,pages.team.staff_team.members[1].role,string,is our Centenary Project Children and Families' Leader.,Plain text.
pages,pages.team,Title,pages.team.title,string,Meet the Team,Plain text.
pages,pages.team,Heading,pages.team.wardens.heading,string,Churchwardens and PCC,Plain text.
pages,pages.team,Paragraphs 1,pages.team.wardens.paragraphs[0],html,<strong>Faustina Nyame</strong> is one of our churchwardens.,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.team,Paragraphs 2,pages.team.wardens.paragraphs[1],html,<strong>Elizabeth (Bess) Cooper</strong> is also a churchwarden and a Lay Reader.,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.team,Paragraphs 3,pages.team.wardens.paragraphs[2],string,Our PCC serves and supports the life and leadership of the church.,Plain text.
pages,pages.the_park,Alt,pages.the_park.featured_photo.alt,string,Baptism Celebration,Plain text.
pages,pages.the_park,Label,pages.the_park.featured_photo.label,string,New Life,Plain text.
pages,pages.the_park,Src,pages.the_park.featured_photo.src,path,/images/baptism.jpg,Use site-relative path starting with /.
pages,pages.the_park,Alt,pages.the_park.photos[0].alt,string,Community gathering in the park with bunting and seated groups,Plain text.
pages,pages.the_park,Label,pages.the_park.photos[0].label,string,Community Gathering,Plain text.
pages,pages.the_park,Src,pages.the_park.photos[0].src,path,/images/community-park-gathering-1.jpg,Use site-relative path starting with /.
pages,pages.the_park,Alt,pages.the_park.photos[1].alt,string,Church building and community enjoying outdoor activities,Plain text.
pages,pages.the_park,Label,pages.the_park.photos[1].label,string,Churchyard Event,Plain text.
pages,pages.the_park,Src,pages.the_park.photos[1].src,path,/images/community-park-gathering-2.jpg,Use site-relative path starting with /.
pages,pages.the_park,Alt,pages.the_park.photos[2].alt,string,People taking part in races on the grass outside church,Plain text.
pages,pages.the_park,Label,pages.the_park.photos[2].label,string,Park Fun Day,Plain text.
pages,pages.the_park,Src,pages.the_park.photos[2].src,path,/images/community-fun-day.jpg,Use site-relative path starting with /.
pages,pages.the_park,Alt,pages.the_park.photos[3].alt,string,Children playing games in the park,Plain text.
pages,pages.the_park,Label,pages.the_park.photos[3].label,string,Park Kids,Plain text.
pages,pages.the_park,Src,pages.the_park.photos[3].src,path,/images/kids-frisbee.jpg,Use site-relative path starting with /.
pages,pages.the_park,Alt,pages.the_park.photos[4].alt,string,Children and families around the churchyard games area,Plain text.
pages,pages.the_park,Label,pages.the_park.photos[4].label,string,Churchyard Games,Plain text.
pages,pages.the_park,Src,pages.the_park.photos[4].src,path,/images/kids-churchyard.jpg,Use site-relative path starting with /.
pages,pages.the_park,Alt,pages.the_park.photos[5].alt,string,Community singing carols at the church entrance in December,Plain text.
pages,pages.the_park,Label,pages.the_park.photos[5].label,string,Seasonal Events,Plain text.
pages,pages.the_park,Src,pages.the_park.photos[5].src,path,/images/carols-doorstep.jpg,Use site-relative path starting with /.
pages,pages.the_park,Title,pages.the_park.title,string,The Park,Plain text.
pages,pages.what_we_believe,Paragraphs 1,pages.what_we_believe.paragraphs[0],string,"St John's is part of the Church of England in the Diocese of Sheffield. We are committed to being followers of Jesus who love and learn from God, support each other, and serve our community and beyond.",Plain text.
pages,pages.what_we_believe,Paragraphs 2,pages.what_we_believe.paragraphs[1],string,"Our faith is well summarized in the Apostles' Creed, shared by Christians around the world through the centuries.",Plain text.
pages,pages.what_we_believe,Paragraphs 3,pages.what_we_believe.paragraphs[2],string,"We believe in God the Father, in Jesus Christ his Son, and in the Holy Spirit; in forgiveness, resurrection, and eternal life in Christ.",Plain text.
pages,pages.what_we_believe,Title,pages.what_we_believe.title,string,What We Believe,Plain text.
pages,pages.whats_on,Description,pages.whats_on.foodbank.description,string,"If you are in crisis, we can provide an emergency food parcel and practical support. Citizens Advice and Debt Support workers are available during sessions for those with referrals.",Plain text.
pages,pages.whats_on,Heading,pages.whats_on.foodbank.heading,string,Foodbank,Plain text.
pages,pages.whats_on,Referrals heading,pages.whats_on.foodbank.referrals_heading,string,Referral numbers:,Plain text.
pages,pages.whats_on,Referrals 1,pages.whats_on.foodbank.referrals[0],string,"Help Through Hardship: 0808 208 2138 (Mon-Fri, 9:00am-5:00pm)",Plain text.
pages,pages.whats_on,Referrals 2,pages.whats_on.foodbank.referrals[1],string,"Citizens Advice Sheffield: 0808 278 7820 (Mon-Fri, 10:00am-4:00pm, option 4)",Plain text.
pages,pages.whats_on,Referrals 3,pages.whats_on.foodbank.referrals[2],string,"Sheffield S6 helpline: 0114 321 0733 (Mon-Fri, 10:00am-1:00pm)",Plain text.
pages,pages.whats_on,Time,pages.whats_on.foodbank.time,string,Monday 10:00am-12:00pm,Plain text.
pages,pages.whats_on,Volunteer html,pages.whats_on.foodbank.volunteer_html,html,Interested in volunteering? Contact Hannah at <a href='mailto:hannah@saintjohnspark.org' class='underline decoration-[var(--eden)] underline-offset-4'>hannah@saintjohnspark.org</a>.,HTML allowed. Keep links as <a href='...'>text</a>.
pages,pages.whats_on,Import calendar label,pages.whats_on.import_calendar_label,string,Import Calendar,Plain text.
pages,pages.whats_on,Description,pages.whats_on.lunch_club.description,string,"Join us every Monday for soup, bread, a hot drink, and a chat. All are welcome, and it is free.",Plain text.
pages,pages.whats_on,Heading,pages.whats_on.lunch_club.heading,string,Lunch Club,Plain text.
pages,pages.whats_on,Time,pages.whats_on.lunch_club.time,string,Monday 11:40am-12:40pm,Plain text.
pages,pages.whats_on,Button label,pages.whats_on.midweek_online_prayers.button_label,string,Join Zoom Meeting,Plain text.
pages,pages.whats_on,Description,pages.whats_on.midweek_online_prayers.description,string,Monday to Friday at 8:00am for 30 minutes on Zoom.,Plain text.
pages,pages.whats_on,Extra,pages.whats_on.midweek_online_prayers.extra,string,We also meet in church on the first Sunday of each month from 10:00-10:30am before the service.,Plain text.
pages,pages.whats_on,Heading,pages.whats_on.midweek_online_prayers.heading,string,Midweek Online Prayers,Plain text.
pages,pages.whats_on,Meeting id,pages.whats_on.midweek_online_prayers.meeting_id,string,323 564 9987,Plain text.
pages,pages.whats_on,Passcode,pages.whats_on.midweek_online_prayers.passcode,string,483559,Plain text.
pages,pages.whats_on,Zoom link,pages.whats_on.midweek_online_prayers.zoom_link,url,https://zoom.us/j/3235649987?pwd=483559,"Use full URL (https://...), mailto:, or tel:."
pages,pages.whats_on,Description,pages.whats_on.seasonal_events.description,string,"Throughout the year we host seasonal gatherings for all ages, including Christmas events and community celebrations.",Plain text.
pages,pages.whats_on,Heading,pages.whats_on.seasonal_events.heading,string,Seasonal Events,Plain text.
pages,pages.whats_on,Alt,pages.whats_on.seasonal_events.images[0].alt,string,Children and families taking part in a Christingle service,Plain text.
pages,pages.whats_on,Src,pages.whats_on.seasonal_events.images[0].src,path,/images/christingle.jpg,Use site-relative path starting with /.
pages,pages.whats_on,Alt,pages.whats_on.seasonal_events.images[1].alt,string,Community carol singing at the church entrance,Plain text.
pages,pages.whats_on,Src,pages.whats_on.seasonal_events.images[1].src,path,/images/carols-doorstep.jpg,Use site-relative path starting with /.
pages,pages.whats_on,Subtitle,pages.whats_on.subtitle,string,Weekly church life and upcoming events in one place.,Plain text.
pages,pages.whats_on,Description,pages.whats_on.sunday_gathering.description,string,"Our Sunday gathering happens every Sunday at 10:45am and is for all ages. We gather to worship Jesus, hear from God's Word, and pray together.",Plain text.
pages,pages.whats_on,Heading,pages.whats_on.sunday_gathering.heading,string,Sunday Gathering,Plain text.
pages,pages.whats_on,Alt,pages.whats_on.sunday_gathering.image.alt,string,Community activities in the church grounds,Plain text.
pages,pages.whats_on,Src,pages.whats_on.sunday_gathering.image.src,path,/images/community-fun-day.jpg,Use site-relative path starting with /.
pages,pages.whats_on,Title,pages.whats_on.title,string,What's On,Plain text.
pages,pages.whats_on,Description,pages.whats_on.upcoming_events.description,string,Pulled from our live church calendar.,Plain text.
pages,pages.whats_on,Empty message,pages.whats_on.upcoming_events.empty_message,string,No upcoming events found right now. Please check back soon.,Plain text.
pages,pages.whats_on,Heading,pages.whats_on.upcoming_events.heading,string,Upcoming Events,Plain text.
pages,pages.whats_on,Jump label,pages.whats_on.upcoming_events.jump_label,string,See regular weekly activities,Plain text.
sermons,sermons.audioUrl,Audio Url,sermons[0].audioUrl,string,,Plain text.
sermons,sermons.date,Date,sermons[0].date,string,2026-01-25,Plain text.
sermons,sermons.description,Description,sermons[0].description,string,Continuing The Family of God series through the life of Abraham.,Plain text.
sermons,sermons.duration,Duration,sermons[0].duration,number,1800,Numeric value only.
sermons,sermons.passage,Passage,sermons[0].passage,string,Genesis 16,Plain text.
sermons,sermons.series,Series,sermons[0].series,string,The Family of God,Plain text.
sermons,sermons.speaker,Speaker,sermons[0].speaker,string,Emma Fern,Plain text.
sermons,sermons.title,Title,sermons[0].title,string,The Life of Abraham,Plain text.
sermons,sermons.audioUrl,Audio Url,sermons[1].audioUrl,url,https://www.saintjohnspark.org.uk/wp-content/uploads/2026/01/18-01-2026-Revd-Luke-Graham-Genesis-12v10-20-The-Family-of-God.mp3,"Use full URL (https://...), mailto:, or tel:."
sermons,sermons.date,Date,sermons[1].date,string,2026-01-18,Plain text.
sermons,sermons.description,Description,sermons[1].description,string,The Family of God series in Genesis.,Plain text.
sermons,sermons.duration,Duration,sermons[1].duration,number,1800,Numeric value only.
sermons,sermons.passage,Passage,sermons[1].passage,string,Genesis 12:10-20,Plain text.
sermons,sermons.series,Series,sermons[1].series,string,The Family of God,Plain text.
sermons,sermons.speaker,Speaker,sermons[1].speaker,string,Revd Luke Graham,Plain text.
sermons,sermons.title,Title,sermons[1].title,string,Marriage,Plain text.
sermons,sermons.audioUrl,Audio Url,sermons[2].audioUrl,url,https://www.saintjohnspark.org.uk/wp-content/uploads/2026/01/11-01-2026-Revd-Luke-Graham-Genesis-12v1-9-The-Family-of-God.mp3,"Use full URL (https://...), mailto:, or tel:."
sermons,sermons.date,Date,sermons[2].date,string,2026-01-11,Plain text.
sermons,sermons.description,Description,sermons[2].description,string,Walking through Genesis and God's covenant family.,Plain text.
sermons,sermons.duration,Duration,sermons[2].duration,number,1800,Numeric value only.
sermons,sermons.passage,Passage,sermons[2].passage,string,Genesis 12:1-9,Plain text.
sermons,sermons.series,Series,sermons[2].series,string,The Family of God,Plain text.
sermons,sermons.speaker,Speaker,sermons[2].speaker,string,Revd Luke Graham,Plain text.
sermons,sermons.title,Title,sermons[2].title,string,The Family of God,Plain text.
sermons,sermons.audioUrl,Audio Url,sermons[3].audioUrl,url,https://www.saintjohnspark.org.uk/wp-content/uploads/2026/01/04-01-2026-Lucy-Wren.mp3,"Use full URL (https://...), mailto:, or tel:."
sermons,sermons.date,Date,sermons[3].date,string,2026-01-04,Plain text.
sermons,sermons.description,Description,sermons[3].description,string,Sunday teaching from our church family.,Plain text.
sermons,sermons.duration,Duration,sermons[3].duration,number,1800,Numeric value only.
sermons,sermons.passage,Passage,sermons[3].passage,string,,Plain text.
sermons,sermons.series,Series,sermons[3].series,string,Sunday Talks,Plain text.
sermons,sermons.speaker,Speaker,sermons[3].speaker,string,Lucy Wren,Plain text.
sermons,sermons.title,Title,sermons[3].title,string,Sunday Talk,Plain text.
sermons,sermons.audioUrl,Audio Url,sermons[4].audioUrl,url,https://www.saintjohnspark.org.uk/wp-content/uploads/2026/01/28-12-2025-Bess-cooper-Luke-2v8–16-Humble-King.mp3,"Use full URL (https://...), mailto:, or tel:."
sermons,sermons.date,Date,sermons[4].date,string,2025-12-28,Plain text.
sermons,sermons.description,Description,sermons[4].description,string,Advent reflections on Jesus as the humble King.,Plain text.
sermons,sermons.duration,Duration,sermons[4].duration,number,1800,Numeric value only.
sermons,sermons.passage,Passage,sermons[4].passage,string,Luke 2:8-16,Plain text.
sermons,sermons.series,Series,sermons[4].series,string,Advent,Plain text.
sermons,sermons.speaker,Speaker,sermons[4].speaker,string,Revd Luke Graham,Plain text.
sermons,sermons.title,Title,sermons[4].title,string,Jesus the Humble King,Plain text.
sermons,sermons.audioUrl,Audio Url,sermons[5].audioUrl,url,https://www.saintjohnspark.org.uk/wp-content/uploads/2026/01/25-12-2025-Revd-Dominic-Wachira-Maina-Christmas-Day.mp3,"Use full URL (https://...), mailto:, or tel:."
sermons,sermons.date,Date,sermons[5].date,string,2025-12-25,Plain text.
sermons,sermons.description,Description,sermons[5].description,string,Christmas Day celebration.,Plain text.
sermons,sermons.duration,Duration,sermons[5].duration,number,1800,Numeric value only.
sermons,sermons.passage,Passage,sermons[5].passage,string,,Plain text.
sermons,sermons.series,Series,sermons[5].series,string,Christmas,Plain text.
sermons,sermons.speaker,Speaker,sermons[5].speaker,string,Revd Dominic Wachira Maina,Plain text.
sermons,sermons.title,Title,sermons[5].title,string,Christmas Day,Plain text.
sermons,sermons.audioUrl,Audio Url,sermons[6].audioUrl,url,https://www.saintjohnspark.org.uk/wp-content/uploads/2026/01/21-12-2025-Revd-Luke-Graham-Luke-1v26–38-Eternal-King.mp3,"Use full URL (https://...), mailto:, or tel:."
sermons,sermons.date,Date,sermons[6].date,string,2025-12-21,Plain text.
sermons,sermons.description,Description,sermons[6].description,string,Advent reflections on Jesus as the eternal King.,Plain text.
sermons,sermons.duration,Duration,sermons[6].duration,number,1800,Numeric value only.
sermons,sermons.passage,Passage,sermons[6].passage,string,Luke 1:26-38,Plain text.
sermons,sermons.series,Series,sermons[6].series,string,Advent,Plain text.
sermons,sermons.speaker,Speaker,sermons[6].speaker,string,Revd Luke Graham,Plain text.
sermons,sermons.title,Title,sermons[6].title,string,Jesus the Eternal King,Plain text.
sermons,sermons.audioUrl,Audio Url,sermons[7].audioUrl,url,https://www.saintjohnspark.org.uk/wp-content/uploads/2025/12/07-12-2025-Lucy-Uren-Genesis-3v8-19-Isaiah-9v2-7-Jesus-as-the-Light-Bringer.mp3,"Use full URL (https://...), mailto:, or tel:."
sermons,sermons.date,Date,sermons[7].date,string,2025-12-07,Plain text.
sermons,sermons.description,Description,sermons[7].description,string,Advent teaching on Jesus bringing light into darkness.,Plain text.
sermons,sermons.duration,Duration,sermons[7].duration,number,1800,Numeric value only.
sermons,sermons.passage,Passage,sermons[7].passage,string,Genesis 3:8-19; Isaiah 9:2-7,Plain text.
sermons,sermons.series,Series,sermons[7].series,string,Advent,Plain text.
sermons,sermons.speaker,Speaker,sermons[7].speaker,string,Lucy Uren,Plain text.
sermons,sermons.title,Title,sermons[7].title,string,Jesus the Light Bringer,Plain text.
sermons,sermons.audioUrl,Audio Url,sermons[8].audioUrl,url,https://www.saintjohnspark.org.uk/wp-content/uploads/2025/12/30-11-2025-Revd-Al-Munday-Genesis-3v8-19-What-child-is-this.mp3,"Use full URL (https://...), mailto:, or tel:."
sermons,sermons.date,Date,sermons[8].date,string,2025-11-30,Plain text.
sermons,sermons.description,Description,sermons[8].description,string,Advent series opening message.,Plain text.
sermons,sermons.duration,Duration,sermons[8].duration,number,1800,Numeric value only.
sermons,sermons.passage,Passage,sermons[8].passage,string,Genesis 3:8-19,Plain text.
sermons,sermons.series,Series,sermons[8].series,string,Advent,Plain text.
sermons,sermons.speaker,Speaker,sermons[8].speaker,string,Revd Al Munday,Plain text.
sermons,sermons.title,Title,sermons[8].title,string,What Child Is This?,Plain text.
site,site.address,Address,site.address,string,"Bernard Street, Sheffield, S2 5PU",Plain text.
site,site.default_site_url,Default site url,site.default_site_url,url,https://stjohnspark.church,"Use full URL (https://...), mailto:, or tel:."
site,site.meta_description,Meta description,site.meta_description,string,St John's Park Church,Plain text.
site,site.mission,Mission,site.mission,string,"Belong, Serve, Give",Plain text.
site,site.subtitle,Subtitle,site.subtitle,string,"A community of Jesus-followers in Park, Sheffield.",Plain text.
site,site.title,Title,site.title,string,St John's Park Church,Plain text.
site,site.vision,Vision,site.vision,string,Eden in Park,Plain text.
utility_navigation,utility_navigation.href,Href,utility_navigation[0].href,path,/belong,Use site-relative path starting with /.
utility_navigation,utility_navigation.label,Label,utility_navigation[0].label,string,Belong,Plain text.
utility_navigation,utility_navigation.tone,Tone,utility_navigation[0].tone,string,belong,Plain text.
utility_navigation,utility_navigation.href,Href,utility_navigation[1].href,path,/serve,Use site-relative path starting with /.
utility_navigation,utility_navigation.label,Label,utility_navigation[1].label,string,Serve,Plain text.
utility_navigation,utility_navigation.tone,Tone,utility_navigation[1].tone,string,serve,Plain text.
utility_navigation,utility_navigation.href,Href,utility_navigation[2].href,path,/give,Use site-relative path starting with /.
utility_navigation,utility_navigation.label,Label,utility_navigation[2].label,string,Give,Plain text.
utility_navigation,utility_navigation.tone,Tone,utility_navigation[2].tone,string,give,Plain text.
